Time (s),pip2(ap2),ap2(a),ap2(b),ap2(c),trans(ap2),cd4(ap2),ap2(b!1).pip2(ap2!1),ap2(a!1).trans(ap2!1),ap2(c!1).cd4(ap2!1)
0.44669,630,401,130,421,1,21,370,99,79
0.4467,630,401,130,421,1,21,370,99,79
0.44671,632,401,132,422,1,22,368,99,78
0.44672,632,401,132,422,1,22,368,99,78
0.44673,632,401,132,422,1,22,368,99,78
0.44674,632,401,132,422,1,22,368,99,78
0.44675,632,401,132,422,1,22,368,99,78
0.44676,632,401,132,422,1,22,368,99,78
0.44677,632,401,132,422,1,22,368,99,78
0.44678,632,401,132,422,1,22,368,99,78
0.44679,632,401,132,421,1,21,368,99,79
0.4468,632,401,132,422,1,22,368,99,78
0.44681,633,401,133,422,1,22,367,99,78
0.44682,633,401,133,422,1,22,367,99,78
0.44683,633,401,133,422,1,22,367,99,78
0.44684,633,401,133,422,1,22,367,99,78
0.44685,633,401,133,422,1,22,367,99,78
0.44686,633,401,133,422,1,22,367,99,78
0.44687,633,401,133,421,1,21,367,99,79
0.44688,633,401,133,421,1,21,367,99,79
0.44689,633,401,133,421,1,21,367,99,79
0.4469,632,401,132,421,1,21,368,99,79
0.44691,632,401,132,421,1,21,368,99,79
0.44692,632,401,132,421,1,21,368,99,79
0.44693,632,401,132,421,1,21,368,99,79
0.44694,632,401,132,421,1,21,368,99,79
0.44695,632,401,132,421,1,21,368,99,79
0.44696,633,401,133,421,1,21,367,99,79
0.44697,633,401,133,421,1,21,367,99,79
0.44698,633,401,133,422,1,22,367,99,78
0.44699,633,401,133,422,1,22,367,99,78
0.447,633,401,133,422,1,22,367,99,78
0.44701,633,401,133,422,1,22,367,99,78
0.44702,633,401,133,421,1,21,367,99,79
0.44703,633,401,133,421,1,21,367,99,79
0.44704,633,401,133,421,1,21,367,99,79
0.44705,633,401,133,421,1,21,367,99,79
0.44706,633,401,133,421,1,21,367,99,79
0.44707,633,401,133,421,1,21,367,99,79
0.44708,633,401,133,421,1,21,367,99,79
0.44709,634,401,134,421,1,21,366,99,79
0.4471,635,401,135,421,1,21,365,99,79
0.44711,635,401,135,421,1,21,365,99,79
0.44712,635,401,135,421,1,21,365,99,79
0.44713,635,401,135,421,1,21,365,99,79
0.44714,635,401,135,421,1,21,365,99,79
0.44715,635,401,135,421,1,21,365,99,79
0.44716,635,401,135,421,1,21,365,99,79
0.44717,635,401,135,421,1,21,365,99,79
0.44718,636,401,136,421,1,21,364,99,79
0.44719,636,401,136,421,1,21,364,99,79
0.4472,636,401,136,421,1,21,364,99,79
0.44721,636,401,136,421,1,21,364,99,79
0.44722,636,401,136,421,1,21,364,99,79
0.44723,636,401,136,421,1,21,364,99,79
0.44724,636,401,136,421,1,21,364,99,79
0.44725,635,401,135,421,1,21,365,99,79
0.44726,635,401,135,421,1,21,365,99,79
0.44727,635,401,135,421,1,21,365,99,79
0.44728,635,401,135,421,1,21,365,99,79
0.44729,635,401,135,421,1,21,365,99,79
0.4473,635,401,135,421,1,21,365,99,79
0.44731,636,401,136,421,1,21,364,99,79
0.44732,636,401,136,421,1,21,364,99,79
0.44733,636,401,136,421,1,21,364,99,79
0.44734,636,401,136,421,1,21,364,99,79
0.44735,637,401,137,421,1,21,363,99,79
0.44736,637,401,137,421,1,21,363,99,79
0.44737,637,401,137,420,1,20,363,99,80
0.44738,638,401,138,420,1,20,362,99,80
0.44739,637,401,137,420,1,20,363,99,80
0.4474,637,401,137,420,1,20,363,99,80
0.44741,637,401,137,420,1,20,363,99,80
0.44742,637,401,137,420,1,20,363,99,80
0.44743,637,401,137,420,1,20,363,99,80
0.44744,637,401,137,420,1,20,363,99,80
0.44745,637,401,137,420,1,20,363,99,80
0.44746,638,401,138,420,1,20,362,99,80
0.44747,638,401,138,420,1,20,362,99,80
0.44748,638,401,138,420,1,20,362,99,80
0.44749,637,401,137,420,1,20,363,99,80
0.4475,637,401,137,420,1,20,363,99,80
0.44751,638,402,138,420,2,20,362,98,80
0.44752,638,402,138,420,2,20,362,98,80
0.44753,638,402,138,420,2,20,362,98,80
0.44754,638,402,138,420,2,20,362,98,80
0.44755,638,402,138,420,2,20,362,98,80
0.44756,638,402,138,420,2,20,362,98,80
0.44757,638,403,138,420,3,20,362,97,80
0.44758,638,403,138,420,3,20,362,97,80
0.44759,639,403,139,420,3,20,361,97,80
0.4476,638,402,138,420,2,20,362,98,80
0.44761,638,402,138,420,2,20,362,98,80
0.44762,638,402,138,420,2,20,362,98,80
0.44763,639,402,139,420,2,20,361,98,80
0.44764,639,402,139,420,2,20,361,98,80
0.44765,639,402,139,420,2,20,361,98,80
0.44766,640,402,140,420,2,20,360,98,80
0.44767,640,402,140,420,2,20,360,98,80
0.44768,640,402,140,420,2,20,360,98,80
0.44769,640,402,140,420,2,20,360,98,80
0.4477,639,402,139,420,2,20,361,98,80
0.44771,639,402,139,420,2,20,361,98,80
0.44772,639,402,139,421,2,21,361,98,79
0.44773,639,402,139,421,2,21,361,98,79
0.44774,639,402,139,421,2,21,361,98,79
0.44775,639,402,139,421,2,21,361,98,79
0.44776,639,402,139,421,2,21,361,98,79
0.44777,639,402,139,421,2,21,361,98,79
0.44778,639,402,139,421,2,21,361,98,79
0.44779,638,402,138,421,2,21,362,98,79
0.4478,638,402,138,421,2,21,362,98,79
0.44781,638,402,138,421,2,21,362,98,79
0.44782,639,402,139,421,2,21,361,98,79
0.44783,639,402,139,421,2,21,361,98,79
0.44784,639,402,139,421,2,21,361,98,79
0.44785,639,402,139,421,2,21,361,98,79
0.44786,639,402,139,421,2,21,361,98,79
0.44787,639,401,139,421,1,21,361,99,79
0.44788,639,401,139,421,1,21,361,99,79
0.44789,639,401,139,421,1,21,361,99,79
0.4479,639,401,139,421,1,21,361,99,79
0.44791,639,401,139,421,1,21,361,99,79
0.44792,639,401,139,421,1,21,361,99,79
0.44793,639,401,139,421,1,21,361,99,79
0.44794,639,401,139,421,1,21,361,99,79
0.44795,639,401,139,421,1,21,361,99,79
0.44796,640,401,140,421,1,21,360,99,79
0.44797,640,401,140,421,1,21,360,99,79
0.44798,640,401,140,421,1,21,360,99,79
0.44799,640,401,140,421,1,21,360,99,79
0.448,640,401,140,421,1,21,360,99,79
0.44801,640,401,140,421,1,21,360,99,79
0.44802,640,401,140,420,1,20,360,99,80
0.44803,639,401,139,420,1,20,361,99,80
0.44804,639,401,139,420,1,20,361,99,80
0.44805,640,401,140,420,1,20,360,99,80
0.44806,640,401,140,420,1,20,360,99,80
0.44807,640,402,140,420,2,20,360,98,80
0.44808,640,402,140,420,2,20,360,98,80
0.44809,640,402,140,420,2,20,360,98,80
0.4481,640,402,140,420,2,20,360,98,80
0.44811,640,402,140,420,2,20,360,98,80
0.44812,640,402,140,420,2,20,360,98,80
0.44813,640,402,140,420,2,20,360,98,80
0.44814,639,402,139,420,2,20,361,98,80
0.44815,639,402,139,420,2,20,361,98,80
0.44816,639,402,139,420,2,20,361,98,80
0.44817,639,402,139,420,2,20,361,98,80
0.44818,639,402,139,420,2,20,361,98,80
0.44819,639,402,139,420,2,20,361,98,80
0.4482,639,402,139,420,2,20,361,98,80
0.44821,639,403,139,420,3,20,361,97,80
0.44822,639,403,139,420,3,20,361,97,80
0.44823,639,404,139,420,4,20,361,96,80
0.44824,639,404,139,420,4,20,361,96,80
0.44825,639,404,139,420,4,20,361,96,80
0.44826,640,404,140,421,4,21,360,96,79
0.44827,640,404,140,421,4,21,360,96,79
0.44828,639,404,139,421,4,21,361,96,79
0.44829,638,404,138,421,4,21,362,96,79
0.4483,638,404,138,422,4,22,362,96,78
0.44831,638,404,138,422,4,22,362,96,78
0.44832,639,404,139,422,4,22,361,96,78
0.44833,639,404,139,422,4,22,361,96,78
0.44834,639,404,139,422,4,22,361,96,78
0.44835,639,404,139,422,4,22,361,96,78
0.44836,639,404,139,422,4,22,361,96,78
0.44837,639,404,139,422,4,22,361,96,78
0.44838,639,404,139,422,4,22,361,96,78
0.44839,639,404,139,422,4,22,361,96,78
0.4484,639,402,139,422,2,22,361,98,78
0.44841,639,402,139,422,2,22,361,98,78
0.44842,639,402,139,422,2,22,361,98,78
0.44843,639,402,139,423,2,23,361,98,77
0.44844,639,402,139,424,2,24,361,98,76
0.44845,639,402,139,424,2,24,361,98,76
0.44846,640,402,140,424,2,24,360,98,76
0.44847,641,402,141,424,2,24,359,98,76
0.44848,641,402,141,424,2,24,359,98,76
0.44849,641,402,141,424,2,24,359,98,76
0.4485,641,402,141,424,2,24,359,98,76
0.44851,641,402,141,424,2,24,359,98,76
0.44852,640,402,140,424,2,24,360,98,76
0.44853,640,402,140,424,2,24,360,98,76
0.44854,640,402,140,424,2,24,360,98,76
0.44855,640,402,140,424,2,24,360,98,76
0.44856,640,402,140,424,2,24,360,98,76
0.44857,640,402,140,424,2,24,360,98,76
0.44858,640,402,140,424,2,24,360,98,76
0.44859,640,402,140,424,2,24,360,98,76
0.4486,640,401,140,424,1,24,360,99,76
0.44861,640,401,140,424,1,24,360,99,76
0.44862,640,402,140,425,2,25,360,98,75
0.44863,640,402,140,425,2,25,360,98,75
0.44864,639,402,139,425,2,25,361,98,75
0.44865,639,402,139,425,2,25,361,98,75
0.44866,639,402,139,425,2,25,361,98,75
0.44867,639,402,139,425,2,25,361,98,75
0.44868,639,402,139,425,2,25,361,98,75
0.44869,639,402,139,425,2,25,361,98,75
0.4487,639,402,139,426,2,26,361,98,74
0.44871,639,402,139,426,2,26,361,98,74
0.44872,639,402,139,426,2,26,361,98,74
0.44873,639,402,139,426,2,26,361,98,74
0.44874,640,402,140,426,2,26,360,98,74
0.44875,640,402,140,426,2,26,360,98,74
0.44876,640,402,140,426,2,26,360,98,74
0.44877,640,402,140,426,2,26,360,98,74
0.44878,640,402,140,426,2,26,360,98,74
0.44879,640,402,140,426,2,26,360,98,74
0.4488,640,402,140,426,2,26,360,98,74
0.44881,640,402,140,426,2,26,360,98,74
0.44882,640,402,140,426,2,26,360,98,74
0.44883,641,403,141,426,3,26,359,97,74
0.44884,641,402,141,426,2,26,359,98,74
0.44885,641,402,141,426,2,26,359,98,74
0.44886,641,402,141,426,2,26,359,98,74
0.44887,641,402,141,426,2,26,359,98,74
0.44888,641,402,141,426,2,26,359,98,74
0.44889,641,402,141,426,2,26,359,98,74
0.4489,641,402,141,426,2,26,359,98,74
0.44891,641,402,141,426,2,26,359,98,74
0.44892,641,403,141,426,3,26,359,97,74
0.44893,641,403,141,426,3,26,359,97,74
0.44894,641,403,141,426,3,26,359,97,74
0.44895,641,403,141,426,3,26,359,97,74
0.44896,641,403,141,426,3,26,359,97,74
0.44897,641,403,141,426,3,26,359,97,74
0.44898,641,403,141,426,3,26,359,97,74
0.44899,642,403,142,426,3,26,358,97,74
0.449,642,403,142,427,3,27,358,97,73
0.44901,642,403,142,427,3,27,358,97,73
0.44902,642,403,142,427,3,27,358,97,73
0.44903,642,403,142,427,3,27,358,97,73
0.44904,641,403,141,427,3,27,359,97,73
0.44905,641,403,141,427,3,27,359,97,73
0.44906,641,403,141,427,3,27,359,97,73
0.44907,641,403,141,427,3,27,359,97,73
0.44908,641,402,141,427,2,27,359,98,73
0.44909,642,402,142,427,2,27,358,98,73
0.4491,642,403,142,426,3,26,358,97,74
0.44911,642,403,142,426,3,26,358,97,74
0.44912,642,403,142,426,3,26,358,97,74
0.44913,641,403,141,426,3,26,359,97,74
0.44914,641,403,141,426,3,26,359,97,74
0.44915,641,403,141,426,3,26,359,97,74
0.44916,641,403,141,426,3,26,359,97,74
0.44917,641,403,141,426,3,26,359,97,74
0.44918,641,402,141,426,2,26,359,98,74
0.44919,642,402,142,426,2,26,358,98,74
0.4492,642,402,142,426,2,26,358,98,74
0.44921,642,402,142,425,2,25,358,98,75
0.44922,642,402,142,425,2,25,358,98,75
0.44923,642,402,142,425,2,25,358,98,75
0.44924,642,402,142,425,2,25,358,98,75
0.44925,642,402,142,425,2,25,358,98,75
0.44926,642,402,142,425,2,25,358,98,75
0.44927,641,402,141,425,2,25,359,98,75
0.44928,641,402,141,426,2,26,359,98,74
0.44929,641,402,141,426,2,26,359,98,74
0.4493,641,402,141,425,2,25,359,98,75
0.44931,642,402,142,425,2,25,358,98,75
0.44932,642,402,142,425,2,25,358,98,75
0.44933,643,402,143,425,2,25,357,98,75
0.44934,643,402,143,424,2,24,357,98,76
0.44935,643,402,143,424,2,24,357,98,76
0.44936,642,402,142,424,2,24,358,98,76
0.44937,642,402,142,424,2,24,358,98,76
0.44938,642,402,142,424,2,24,358,98,76
0.44939,642,402,142,424,2,24,358,98,76
0.4494,642,402,142,424,2,24,358,98,76
0.44941,642,402,142,424,2,24,358,98,76
0.44942,642,402,142,424,2,24,358,98,76
0.44943,642,402,142,424,2,24,358,98,76
0.44944,642,402,142,423,2,23,358,98,77
0.44945,642,402,142,423,2,23,358,98,77
0.44946,642,402,142,423,2,23,358,98,77
0.44947,642,402,142,424,2,24,358,98,76
0.44948,642,402,142,425,2,25,358,98,75
0.44949,643,402,143,425,2,25,357,98,75
0.4495,643,402,143,425,2,25,357,98,75
0.44951,642,401,142,425,1,25,358,99,75
0.44952,641,401,141,425,1,25,359,99,75
0.44953,641,401,141,425,1,25,359,99,75
0.44954,642,401,142,425,1,25,358,99,75
0.44955,643,401,143,425,1,25,357,99,75
0.44956,643,401,143,425,1,25,357,99,75
0.44957,643,401,143,425,1,25,357,99,75
0.44958,643,401,143,425,1,25,357,99,75
0.44959,643,401,143,425,1,25,357,99,75
0.4496,643,401,143,425,1,25,357,99,75
0.44961,643,401,143,425,1,25,357,99,75
0.44962,643,401,143,425,1,25,357,99,75
0.44963,642,401,142,425,1,25,358,99,75
0.44964,642,401,142,425,1,25,358,99,75
0.44965,642,400,142,425,0,25,358,100,75
0.44966,641,400,141,425,0,25,359,100,75
0.44967,642,400,142,425,0,25,358,100,75
0.44968,642,401,142,425,1,25,358,99,75
0.44969,642,401,142,425,1,25,358,99,75
0.4497,643,401,143,425,1,25,357,99,75
0.44971,643,401,143,425,1,25,357,99,75
0.44972,642,401,142,425,1,25,358,99,75
0.44973,642,401,142,424,1,24,358,99,76
0.44974,642,401,142,424,1,24,358,99,76
0.44975,642,401,142,424,1,24,358,99,76
0.44976,642,401,142,423,1,23,358,99,77
0.44977,643,401,143,423,1,23,357,99,77
0.44978,643,401,143,423,1,23,357,99,77
0.44979,643,401,143,423,1,23,357,99,77
0.4498,643,401,143,423,1,23,357,99,77
0.44981,643,401,143,423,1,23,357,99,77
0.44982,643,401,143,423,1,23,357,99,77
0.44983,643,400,143,423,0,23,357,100,77
0.44984,642,400,142,423,0,23,358,100,77
0.44985,641,400,141,423,0,23,359,100,77
0.44986,641,400,141,423,0,23,359,100,77
0.44987,641,400,141,423,0,23,359,100,77
0.44988,642,400,142,422,0,22,358,100,78
0.44989,642,400,142,422,0,22,358,100,78
0.4499,642,400,142,422,0,22,358,100,78
0.44991,643,400,143,422,0,22,357,100,78
0.44992,642,400,142,422,0,22,358,100,78
0.44993,641,401,141,422,1,22,359,99,78
0.44994,641,401,141,422,1,22,359,99,78
0.44995,641,401,141,422,1,22,359,99,78
0.44996,641,401,141,422,1,22,359,99,78
0.44997,641,401,141,422,1,22,359,99,78
0.44998,640,401,140,422,1,22,360,99,78
0.44999,641,401,141,423,1,23,359,99,77
0.45,641,401,141,423,1,23,359,99,77
0.45001,641,401,141,423,1,23,359,99,77
0.45002,641,401,141,423,1,23,359,99,77
0.45003,641,401,141,423,1,23,359,99,77
0.45004,641,401,141,423,1,23,359,99,77
0.45005,641,401,141,423,1,23,359,99,77
0.45006,641,401,141,423,1,23,359,99,77
0.45007,641,401,141,423,1,23,359,99,77
0.45008,641,402,141,423,2,23,359,98,77
0.45009,641,401,141,423,1,23,359,99,77
0.4501,641,401,141,423,1,23,359,99,77
0.45011,642,401,142,423,1,23,358,99,77
0.45012,642,401,142,424,1,24,358,99,76
0.45013,641,401,141,424,1,24,359,99,76
0.45014,642,401,142,425,1,25,358,99,75
0.45015,642,401,142,425,1,25,358,99,75
0.45016,642,401,142,425,1,25,358,99,75
0.45017,642,402,142,425,2,25,358,98,75
0.45018,642,402,142,425,2,25,358,98,75
0.45019,642,402,142,425,2,25,358,98,75
0.4502,642,402,142,425,2,25,358,98,75
0.45021,642,402,142,425,2,25,358,98,75
0.45022,642,402,142,425,2,25,358,98,75
0.45023,643,402,143,425,2,25,357,98,75
0.45024,643,402,143,425,2,25,357,98,75
0.45025,642,402,142,425,2,25,358,98,75
0.45026,642,402,142,424,2,24,358,98,76
0.45027,641,402,141,424,2,24,359,98,76
0.45028,641,402,141,425,2,25,359,98,75
0.45029,641,402,141,425,2,25,359,98,75
0.4503,642,402,142,425,2,25,358,98,75
0.45031,642,402,142,425,2,25,358,98,75
0.45032,642,402,142,425,2,25,358,98,75
0.45033,643,402,143,424,2,24,357,98,76
0.45034,643,402,143,424,2,24,357,98,76
0.45035,643,403,143,424,3,24,357,97,76
0.45036,643,403,143,424,3,24,357,97,76
0.45037,643,403,143,424,3,24,357,97,76
0.45038,644,403,144,424,3,24,356,97,76
0.45039,644,403,144,423,3,23,356,97,77
0.4504,644,403,144,423,3,23,356,97,77
0.45041,644,403,144,423,3,23,356,97,77
0.45042,644,403,144,423,3,23,356,97,77
0.45043,643,403,143,422,3,22,357,97,78
0.45044,643,403,143,422,3,22,357,97,78
0.45045,643,403,143,422,3,22,357,97,78
0.45046,643,403,143,422,3,22,357,97,78
0.45047,643,403,143,422,3,22,357,97,78
0.45048,643,403,143,422,3,22,357,97,78
0.45049,643,403,143,422,3,22,357,97,78
0.4505,643,403,143,422,3,22,357,97,78
0.45051,643,403,143,422,3,22,357,97,78
0.45052,643,403,143,422,3,22,357,97,78
0.45053,642,403,142,422,3,22,358,97,78
0.45054,642,403,142,422,3,22,358,97,78
0.45055,642,403,142,422,3,22,358,97,78
0.45056,642,403,142,422,3,22,358,97,78
0.45057,642,403,142,423,3,23,358,97,77
0.45058,642,403,142,423,3,23,358,97,77
0.45059,642,403,142,424,3,24,358,97,76
0.4506,642,403,142,424,3,24,358,97,76
0.45061,642,403,142,424,3,24,358,97,76
0.45062,642,403,142,424,3,24,358,97,76
0.45063,642,403,142,424,3,24,358,97,76
0.45064,642,403,142,423,3,23,358,97,77
0.45065,642,403,142,423,3,23,358,97,77
0.45066,642,403,142,423,3,23,358,97,77
0.45067,642,403,142,423,3,23,358,97,77
0.45068,640,403,140,423,3,23,360,97,77
0.45069,640,403,140,423,3,23,360,97,77
0.4507,640,403,140,423,3,23,360,97,77
0.45071,639,403,139,423,3,23,361,97,77
0.45072,639,403,139,423,3,23,361,97,77
0.45073,638,404,138,423,4,23,362,96,77
0.45074,638,404,138,423,4,23,362,96,77
0.45075,637,405,137,423,5,23,363,95,77
0.45076,636,405,136,423,5,23,364,95,77
0.45077,636,405,136,423,5,23,364,95,77
0.45078,636,405,136,423,5,23,364,95,77
0.45079,636,405,136,423,5,23,364,95,77
0.4508,636,405,136,423,5,23,364,95,77
0.45081,636,405,136,423,5,23,364,95,77
0.45082,636,405,136,423,5,23,364,95,77
0.45083,636,405,136,424,5,24,364,95,76
0.45084,635,406,135,424,6,24,365,94,76
0.45085,637,406,137,423,6,23,363,94,77
0.45086,636,405,136,423,5,23,364,95,77
0.45087,636,406,136,423,6,23,364,94,77
0.45088,636,406,136,423,6,23,364,94,77
0.45089,636,406,136,421,6,21,364,94,79
0.4509,636,406,136,421,6,21,364,94,79
0.45091,636,406,136,421,6,21,364,94,79
0.45092,637,406,137,421,6,21,363,94,79
0.45093,638,406,138,421,6,21,362,94,79
0.45094,638,406,138,421,6,21,362,94,79
0.45095,637,405,137,421,5,21,363,95,79
0.45096,637,405,137,421,5,21,363,95,79
0.45097,637,405,137,420,5,20,363,95,80
0.45098,638,405,138,420,5,20,362,95,80
0.45099,638,404,138,420,4,20,362,96,80
0.451,639,405,139,420,5,20,361,95,80
0.45101,639,404,139,420,4,20,361,96,80
0.45102,639,404,139,420,4,20,361,96,80
0.45103,640,404,140,420,4,20,360,96,80
0.45104,640,404,140,420,4,20,360,96,80
0.45105,640,404,140,420,4,20,360,96,80
0.45106,640,404,140,420,4,20,360,96,80
0.45107,640,404,140,420,4,20,360,96,80
0.45108,639,404,139,420,4,20,361,96,80
0.45109,640,404,140,420,4,20,360,96,80
0.4511,640,404,140,420,4,20,360,96,80
0.45111,640,404,140,420,4,20,360,96,80
0.45112,641,404,141,420,4,20,359,96,80
0.45113,641,404,141,420,4,20,359,96,80
0.45114,641,404,141,420,4,20,359,96,80
0.45115,641,405,141,420,5,20,359,95,80
0.45116,641,405,141,420,5,20,359,95,80
0.45117,640,405,140,420,5,20,360,95,80
0.45118,640,404,140,420,4,20,360,96,80
0.45119,640,404,140,420,4,20,360,96,80
0.4512,640,404,140,420,4,20,360,96,80
0.45121,640,404,140,420,4,20,360,96,80
0.45122,640,404,140,420,4,20,360,96,80
0.45123,640,404,140,420,4,20,360,96,80
0.45124,640,404,140,420,4,20,360,96,80
0.45125,640,403,140,420,3,20,360,97,80
0.45126,640,404,140,420,4,20,360,96,80
0.45127,640,404,140,420,4,20,360,96,80
0.45128,640,404,140,420,4,20,360,96,80
0.45129,642,404,142,420,4,20,358,96,80
0.4513,642,404,142,420,4,20,358,96,80
0.45131,641,404,141,420,4,20,359,96,80
0.45132,641,404,141,420,4,20,359,96,80
0.45133,641,404,141,420,4,20,359,96,80
0.45134,641,404,141,420,4,20,359,96,80
0.45135,641,405,141,420,5,20,359,95,80
0.45136,641,405,141,420,5,20,359,95,80
0.45137,641,405,141,420,5,20,359,95,80
0.45138,641,404,141,420,4,20,359,96,80
0.45139,640,404,140,420,4,20,360,96,80
0.4514,640,404,140,420,4,20,360,96,80
0.45141,640,404,140,420,4,20,360,96,80
0.45142,641,404,141,420,4,20,359,96,80
0.45143,641,404,141,420,4,20,359,96,80
0.45144,641,404,141,420,4,20,359,96,80
0.45145,640,404,140,420,4,20,360,96,80
0.45146,640,404,140,420,4,20,360,96,80
0.45147,640,404,140,420,4,20,360,96,80
0.45148,640,404,140,420,4,20,360,96,80
0.45149,641,404,141,420,4,20,359,96,80
0.4515,641,404,141,419,4,19,359,96,81
0.45151,642,404,142,419,4,19,358,96,81
0.45152,642,404,142,419,4,19,358,96,81
0.45153,642,404,142,419,4,19,358,96,81
0.45154,641,405,141,419,5,19,359,95,81
0.45155,641,405,141,419,5,19,359,95,81
0.45156,641,405,141,419,5,19,359,95,81
0.45157,641,404,141,419,4,19,359,96,81
0.45158,641,404,141,419,4,19,359,96,81
0.45159,641,404,141,420,4,20,359,96,80
0.4516,641,404,141,421,4,21,359,96,79
0.45161,641,404,141,421,4,21,359,96,79
0.45162,641,404,141,421,4,21,359,96,79
0.45163,641,404,141,421,4,21,359,96,79
0.45164,641,404,141,421,4,21,359,96,79
0.45165,640,404,140,421,4,21,360,96,79
0.45166,639,404,139,421,4,21,361,96,79
0.45167,639,404,139,421,4,21,361,96,79
0.45168,639,404,139,421,4,21,361,96,79
0.45169,639,404,139,421,4,21,361,96,79
0.4517,639,404,139,421,4,21,361,96,79
0.45171,639,404,139,421,4,21,361,96,79
0.45172,638,404,138,421,4,21,362,96,79
0.45173,638,404,138,422,4,22,362,96,78
0.45174,638,404,138,422,4,22,362,96,78
0.45175,638,404,138,422,4,22,362,96,78
0.45176,638,404,138,422,4,22,362,96,78
0.45177,639,404,139,422,4,22,361,96,78
0.45178,638,404,138,422,4,22,362,96,78
0.45179,638,404,138,421,4,21,362,96,79
0.4518,638,404,138,421,4,21,362,96,79
0.45181,638,404,138,421,4,21,362,96,79
0.45182,638,404,138,421,4,21,362,96,79
0.45183,637,405,137,421,5,21,363,95,79
0.45184,637,404,137,421,4,21,363,96,79
0.45185,637,404,137,421,4,21,363,96,79
0.45186,637,403,137,421,3,21,363,97,79
0.45187,637,403,137,421,3,21,363,97,79
0.45188,637,403,137,422,3,22,363,97,78
0.45189,637,402,137,422,2,22,363,98,78
0.4519,637,402,137,422,2,22,363,98,78
0.45191,637,402,137,422,2,22,363,98,78
0.45192,637,403,137,422,3,22,363,97,78
0.45193,636,403,136,423,3,23,364,97,77
0.45194,636,403,136,423,3,23,364,97,77
0.45195,636,403,136,422,3,22,364,97,78
0.45196,636,403,136,422,3,22,364,97,78
0.45197,636,403,136,422,3,22,364,97,78
0.45198,635,403,135,422,3,22,365,97,78
0.45199,635,403,135,422,3,22,365,97,78
0.452,636,403,136,422,3,22,364,97,78
0.45201,636,403,136,422,3,22,364,97,78
0.45202,636,403,136,422,3,22,364,97,78
0.45203,636,403,136,422,3,22,364,97,78
0.45204,637,403,137,422,3,22,363,97,78
0.45205,637,403,137,422,3,22,363,97,78
0.45206,637,403,137,422,3,22,363,97,78
0.45207,637,403,137,422,3,22,363,97,78
0.45208,637,404,137,422,4,22,363,96,78
0.45209,637,403,137,422,3,22,363,97,78
0.4521,637,402,137,422,2,22,363,98,78
0.45211,637,402,137,422,2,22,363,98,78
0.45212,637,402,137,422,2,22,363,98,78
0.45213,637,402,137,422,2,22,363,98,78
0.45214,637,402,137,422,2,22,363,98,78
0.45215,637,402,137,422,2,22,363,98,78
0.45216,637,402,137,422,2,22,363,98,78
0.45217,637,402,137,422,2,22,363,98,78
0.45218,637,402,137,422,2,22,363,98,78
0.45219,637,402,137,422,2,22,363,98,78
0.4522,637,402,137,422,2,22,363,98,78
0.45221,637,402,137,423,2,23,363,98,77
0.45222,637,402,137,423,2,23,363,98,77
0.45223,637,402,137,423,2,23,363,98,77
0.45224,637,402,137,423,2,23,363,98,77
0.45225,637,401,137,423,1,23,363,99,77
0.45226,637,401,137,423,1,23,363,99,77
0.45227,637,401,137,423,1,23,363,99,77
0.45228,637,401,137,423,1,23,363,99,77
0.45229,637,401,137,423,1,23,363,99,77
0.4523,636,401,136,423,1,23,364,99,77
0.45231,636,401,136,423,1,23,364,99,77
0.45232,637,401,137,423,1,23,363,99,77
0.45233,637,401,137,423,1,23,363,99,77
0.45234,637,401,137,424,1,24,363,99,76
0.45235,637,401,137,424,1,24,363,99,76
0.45236,637,401,137,424,1,24,363,99,76
0.45237,637,401,137,424,1,24,363,99,76
0.45238,636,401,136,424,1,24,364,99,76
0.45239,636,401,136,424,1,24,364,99,76
0.4524,636,401,136,424,1,24,364,99,76
0.45241,636,402,136,424,2,24,364,98,76
0.45242,636,402,136,424,2,24,364,98,76
0.45243,637,402,137,424,2,24,363,98,76
0.45244,637,402,137,424,2,24,363,98,76
0.45245,637,402,137,424,2,24,363,98,76
0.45246,637,401,137,424,1,24,363,99,76
0.45247,636,401,136,424,1,24,364,99,76
0.45248,636,401,136,424,1,24,364,99,76
0.45249,636,401,136,424,1,24,364,99,76
0.4525,636,401,136,424,1,24,364,99,76
0.45251,635,401,135,424,1,24,365,99,76
0.45252,635,401,135,424,1,24,365,99,76
0.45253,635,401,135,424,1,24,365,99,76
0.45254,635,401,135,424,1,24,365,99,76
0.45255,636,402,136,424,2,24,364,98,76
0.45256,638,402,138,424,2,24,362,98,76
0.45257,638,402,138,424,2,24,362,98,76
0.45258,638,402,138,424,2,24,362,98,76
0.45259,637,402,137,424,2,24,363,98,76
0.4526,637,402,137,424,2,24,363,98,76
0.45261,637,402,137,423,2,23,363,98,77
0.45262,637,402,137,423,2,23,363,98,77
0.45263,637,402,137,423,2,23,363,98,77
0.45264,637,402,137,423,2,23,363,98,77
0.45265,636,402,136,423,2,23,364,98,77
0.45266,636,402,136,423,2,23,364,98,77
0.45267,636,402,136,423,2,23,364,98,77
0.45268,636,402,136,423,2,23,364,98,77
0.45269,636,402,136,423,2,23,364,98,77
0.4527,636,402,136,423,2,23,364,98,77
0.45271,636,402,136,423,2,23,364,98,77
0.45272,636,402,136,423,2,23,364,98,77
